experiment,cell_id,n,p,q,alpha,theta,rho,power_exact,power_tw,outlier_r2_median,outlier_r2_q25,outlier_r2_q75,g_pred,B,seed,power_f10,loc_err_sigma
phase3_power_surface,n1000_a0.9_p5,1000,5,899,0.9,0.01,0.0,0.07666666666666666,0.09666666666666666,0.9302117674231188,0.9254650380568965,0.9357677342414104,0.901,300,20260823,0.0,5.149786024630155
phase3_power_surface,n1000_a0.9_p5,1000,5,899,0.9,0.02,0.0,0.09333333333333334,0.09333333333333334,0.9309643775801333,0.9261222469147948,0.9360973644997248,0.902,300,20260823,0.0,5.155048116048493
phase3_power_surface,n1000_a0.9_p5,1000,5,899,0.9,0.04,0.0,0.15333333333333332,0.17,0.9338272844545307,0.9286569901843365,0.9384900587540245,0.904,300,20260823,0.0,5.459946944152995
phase3_power_surface,n1000_a0.9_p5,1000,5,899,0.9,0.07,0.0,0.37666666666666665,0.39,0.9382458291557227,0.9331678948653506,0.9430011348787114,0.907,300,20260823,0.0,5.983148591453938
phase3_power_surface,n1000_a0.9_p5,1000,5,899,0.9,0.1,0.0,0.6033333333333334,0.6266666666666667,0.9432463264323595,0.9381447858546097,0.9479854448270049,0.91,300,20260823,0.0,6.707439160514348
phase3_power_surface,n1000_a0.9_p5,1000,5,899,0.9,0.15,0.0,0.9233333333333333,0.93,0.9510835844762583,0.9463226798770006,0.9555091238483382,0.915,300,20260823,0.0,7.979413069789725
phase3_power_surface,n1000_a0.9_p5,1000,5,899,0.9,0.22,0.0,1.0,1.0,0.9621934561945359,0.9579247398101659,0.965550369295521,0.922,300,20260823,0.0,10.350508573836638
phase3_power_surface,n1000_a0.9_p5,1000,5,899,0.9,0.32,0.0,1.0,1.0,0.9720161438320438,0.9692817368528525,0.9746395573306481,0.932,300,20260823,0.0,12.550760964227603
phase3_power_surface,n1000_a0.9_p5,1000,5,899,0.9,0.45,0.0,1.0,1.0,0.9816028717200922,0.9794543703270047,0.983295773644324,0.9450000000000001,300,20260823,0.0,15.293555106939836
phase3_power_surface,n1000_a0.9_p5,1000,5,899,0.9,0.62,0.0,1.0,1.0,0.9895682571611495,0.9886048681993476,0.9906125970133026,0.962,300,20260823,0.6833333333333333,17.828847414018718
phase3_power_surface,n1000_a0.9_p5,1000,5,899,0.9,0.8,0.0,1.0,1.0,0.995559528507657,0.9950980265484609,0.9959581987486568,0.98,300,20260823,1.0,20.52461920855421
phase3_power_surface,n1000_a0.9_p5,1000,5,899,0.9,0.93,0.0,1.0,1.0,0.998586479182906,0.9984228605126468,0.9987178795716305,0.993,300,20260823,1.0,21.667951566771414
