experiment,cell_id,n,p,q,alpha,cv_method,correction,rejects,B,seed
phase3_size_grid,n1000_a0.3_p1,1000,1,300,0.3,exact_jacobi,johnstone2009,1025,20000,20260823
phase3_size_grid,n1000_a0.3_p1,1000,1,300,0.3,tw,johnstone2009,789,20000,20260823
phase3_size_grid,n1000_a0.3_p1,1000,1,300,0.3,naive_chi2,none,466,20000,20260823
