experiment,cell_id,n,p,q,alpha,cv_method,correction,rejects,B,seed
phase3_size_grid,n500_a0.5_p1,500,1,250,0.5,exact_jacobi,johnstone2009,1071,20000,20260823
phase3_size_grid,n500_a0.5_p1,500,1,250,0.5,tw,johnstone2009,817,20000,20260823
phase3_size_grid,n500_a0.5_p1,500,1,250,0.5,naive_chi2,none,204,20000,20260823
