experiment,cell_id,n,p,q,alpha,cv_method,correction,rejects,B,seed
phase3_size_grid,n500_a0.7_p5,500,5,349,0.7,exact_jacobi,johnstone2009,1350,20000,20260823
phase3_size_grid,n500_a0.7_p5,500,5,349,0.7,tw,johnstone2009,1155,20000,20260823
phase3_size_grid,n500_a0.7_p5,500,5,349,0.7,naive_chi2,none,2284,20000,20260823
