experiment,cell_id,n,p,q,alpha,cv_method,correction,rejects,B,seed
phase3_size_grid,n1000_a0.1_p100,1000,100,100,0.1,exact_jacobi,johnstone2009,1102,20000,20260823
phase3_size_grid,n1000_a0.1_p100,1000,100,100,0.1,tw,johnstone2009,1036,20000,20260823
phase3_size_grid,n1000_a0.1_p100,1000,100,100,0.1,naive_chi2,none,20000,20000,20260823
