cell_id,n,p,q,alpha,kappa,theta,rho_true,het,estimator,rmse,mae,bias,sd,tau_used,B,seed
a0.3_k0.5_none_p5,2000,5,600,0.3,0.5,none,0.28,0.4472135954999579,tsls,0.37136136546441306,0.369618282634398,0.369618282634398,0.03593868252999309,,400,20260823
a0.3_k0.5_none_p5,2000,5,600,0.3,0.5,none,0.28,0.4472135954999579,liml,0.3850748709633152,0.3845988421370437,0.3845988421370437,0.01914123491991091,,400,20260823
a0.3_k0.5_none_p5,2000,5,600,0.3,0.5,none,0.28,0.4472135954999579,fuller,0.38508603144167336,0.38461008631017646,0.38461008631017646,0.019139830719628985,,400,20260823
a0.3_k0.5_none_p5,2000,5,600,0.3,0.5,none,0.28,0.4472135954999579,bekker,5.546403034055601,1.899499314292194,0.5082776659589565,5.523064405786744,,400,20260823
a0.3_k0.5_none_p5,2000,5,600,0.3,0.5,none,0.28,0.4472135954999579,jive,0.3713549803557154,0.36961146553073226,0.36961146553073226,0.03594281546036819,,400,20260823
a0.3_k0.5_none_p5,2000,5,600,0.3,0.5,none,0.28,0.4472135954999579,whiten,0.37136136546441295,0.36961828263439783,0.36961828263439783,0.03593868252999386,0.05,400,20260823
a0.3_k0.5_none_p5,2000,5,600,0.3,0.5,none,0.28,0.4472135954999579,pca_l,0.4186754548670838,0.3903848279198089,-0.36297579655368445,0.20865691367500336,0.0016666666666666668,400,20260823
a0.3_k0.5_none_p5,2000,5,600,0.3,0.5,none,0.28,0.4472135954999579,trunc_k1,0.38823172068336637,0.38808139134750347,-0.38808139134750347,0.010802899358655508,0.2,400,20260823
a0.3_k0.5_none_p5,2000,5,600,0.3,0.5,none,0.28,0.4472135954999579,trunc_k2,0.27128416538883576,0.24277486755224836,-0.20023636436537187,0.1830314092620587,0.4,400,20260823
a0.3_k0.5_none_p5,2000,5,600,0.3,0.5,none,0.28,0.4472135954999579,trunc_k5,0.371361365464413,0.3696182826343979,0.3696182826343979,0.03593868252999347,1.0,400,20260823
