cell_id,n,p,q,alpha,kappa,theta,rho_true,het,estimator,rmse,mae,bias,sd,tau_used,B,seed
a0.1_k0.5_none_p5,2000,5,200,0.1,0.5,none,0.05,0.4472135954999579,tsls,0.3881540648091072,0.38393330473103354,0.38393330473103354,0.05708586117542522,,400,20260823
a0.1_k0.5_none_p5,2000,5,200,0.1,0.5,none,0.05,0.4472135954999579,liml,0.41207689627357974,0.41145912139142254,0.41145912139142254,0.02255570584719582,,400,20260823
a0.1_k0.5_none_p5,2000,5,200,0.1,0.5,none,0.05,0.4472135954999579,fuller,0.4121056049650553,0.41148846773927356,0.41148846773927356,0.02254485664623008,,400,20260823
a0.1_k0.5_none_p5,2000,5,200,0.1,0.5,none,0.05,0.4472135954999579,bekker,7.642519793601618,2.1272785927743967,0.07155919425031859,7.642184771209786,,400,20260823
a0.1_k0.5_none_p5,2000,5,200,0.1,0.5,none,0.05,0.4472135954999579,jive,0.38813892202623695,0.38391684047309466,0.38391684047309466,0.05709362830339003,,400,20260823
a0.1_k0.5_none_p5,2000,5,200,0.1,0.5,none,0.05,0.4472135954999579,whiten,0.38815406480910725,0.3839333047310336,0.3839333047310336,0.05708586117542522,0.05,400,20260823
a0.1_k0.5_none_p5,2000,5,200,0.1,0.5,none,0.05,0.4472135954999579,pca_l,0.4217984174200967,0.38590760142929015,-0.35088139154768233,0.23408578342919542,0.005,400,20260823
a0.1_k0.5_none_p5,2000,5,200,0.1,0.5,none,0.05,0.4472135954999579,trunc_k1,0.37760364983819883,0.37601200257681994,-0.37601200257681994,0.03463365832970306,0.2,400,20260823
a0.1_k0.5_none_p5,2000,5,200,0.1,0.5,none,0.05,0.4472135954999579,trunc_k2,0.26734954297275976,0.24148985137081116,-0.18482346481399012,0.19317366534260116,0.4,400,20260823
a0.1_k0.5_none_p5,2000,5,200,0.1,0.5,none,0.05,0.4472135954999579,trunc_k5,0.38815406480910725,0.38393330473103354,0.38393330473103354,0.05708586117542546,1.0,400,20260823
