cell_id,n,p,q,alpha,kappa,het,rule,ar_cov_95,n_flagged,B,seed
a0.5_k0.5_none_p1,1000,1,500,0.5,0.5,none,F>10,0.0275,400,400,20260823
a0.5_k0.5_none_p1,1000,1,500,0.5,0.5,none,KP_rk>10,0.0275,400,400,20260823
a0.5_k0.5_none_p1,1000,1,500,0.5,0.5,none,spectral_env,0.0275,400,400,20260823
