cell_id,n,p,q,alpha,kappa,het,rule,ar_cov_95,n_flagged,B,seed
a0.9_k0.5_none_p1,1000,1,899,0.9,0.5,none,F>10,0.5039370078740157,127,400,20260823
a0.9_k0.5_none_p1,1000,1,899,0.9,0.5,none,KP_rk>10,0.66,400,400,20260823
a0.9_k0.5_none_p1,1000,1,899,0.9,0.5,none,spectral_env,0.5892116182572614,241,400,20260823
