cell_id,n,p,q,alpha,kappa,theta,rho_true,het,estimator,rmse,mae,bias,sd,tau_used,B,seed
a0.3_k0.5_none_p5,2000,5,600,0.3,0.5,none,0.4,0.4472135954999579,tsls,0.3668436500919799,0.3650882962633352,0.3650882962633352,0.03584410055144542,,400,20260823
a0.3_k0.5_none_p5,2000,5,600,0.3,0.5,none,0.4,0.4472135954999579,liml,0.3769323580666887,0.3764566107355336,0.3764566107355336,0.01893205723711317,,400,20260823
a0.3_k0.5_none_p5,2000,5,600,0.3,0.5,none,0.4,0.4472135954999579,fuller,0.37694065200860255,0.3764649576708334,0.3764649576708334,0.018931211862108884,,400,20260823
a0.3_k0.5_none_p5,2000,5,600,0.3,0.5,none,0.4,0.4472135954999579,bekker,14.28817295697502,2.3545804967991417,0.9700524515890703,14.25520552954598,,400,20260823
a0.3_k0.5_none_p5,2000,5,600,0.3,0.5,none,0.4,0.4472135954999579,jive,0.3668357010877955,0.36507991211192126,0.36507991211192126,0.035848143116851965,,400,20260823
a0.3_k0.5_none_p5,2000,5,600,0.3,0.5,none,0.4,0.4472135954999579,whiten,0.3668436500919798,0.36508829626333517,0.36508829626333517,0.03584410055144503,0.05,400,20260823
a0.3_k0.5_none_p5,2000,5,600,0.3,0.5,none,0.4,0.4472135954999579,pca_l,0.4103150904304336,0.38729091212146133,-0.3722789662307218,0.17253070664991788,0.0016666666666666668,400,20260823
a0.3_k0.5_none_p5,2000,5,600,0.3,0.5,none,0.4,0.4472135954999579,trunc_k1,0.39274875765829126,0.3926773675232733,-0.3926773675232733,0.0074881023713186685,0.2,400,20260823
a0.3_k0.5_none_p5,2000,5,600,0.3,0.5,none,0.4,0.4472135954999579,trunc_k2,0.27468833235659446,0.24592032445789502,-0.20463617078296553,0.18324223732571007,0.4,400,20260823
a0.3_k0.5_none_p5,2000,5,600,0.3,0.5,none,0.4,0.4472135954999579,trunc_k5,0.3668436500919798,0.36508829626333505,0.36508829626333505,0.0358441005514462,1.0,400,20260823
