cell_id,n,p,q,alpha,kappa,theta,rho_true,het,estimator,rmse,mae,bias,sd,tau_used,B,seed
a0.3_k2.0_none_p1,1000,1,300,0.3,2.0,none,0.18,0.8944271909999159,tsls,0.5166075395175289,0.5158808954969759,0.5158808954969759,0.027390720099943523,,400,20260823
a0.3_k2.0_none_p1,1000,1,300,0.3,2.0,none,0.18,0.8944271909999159,liml,0.6958586610069949,0.6956622269077468,0.6956622269077468,0.01653306239637494,,400,20260823
a0.3_k2.0_none_p1,1000,1,300,0.3,2.0,none,0.18,0.8944271909999159,fuller,0.6960602746172196,0.6958639865614485,0.6958639865614485,0.016529310542408204,,400,20260823
a0.3_k2.0_none_p1,1000,1,300,0.3,2.0,none,0.18,0.8944271909999159,bekker,0.16884519184305438,0.12229985304174398,-0.02722969445150545,0.16663505798179293,,400,20260823
a0.3_k2.0_none_p1,1000,1,300,0.3,2.0,none,0.18,0.8944271909999159,jive,0.5166112991730568,0.5158848553671188,0.5158848553671188,0.027387048693141996,,400,20260823
a0.3_k2.0_none_p1,1000,1,300,0.3,2.0,none,0.18,0.8944271909999159,whiten,0.5166075395175289,0.5158808954969759,0.5158808954969759,0.027390720099943523,0.05,400,20260823
a0.3_k2.0_none_p1,1000,1,300,0.3,2.0,none,0.18,0.8944271909999159,pca_l,8.104370656608314,2.4504881276627875,-0.27747586334692825,8.099619181477223,0.0033333333333333335,400,20260823
a0.3_k2.0_none_p1,1000,1,300,0.3,2.0,none,0.18,0.8944271909999159,trunc_k1,0.5166075395175289,0.5158808954969758,0.5158808954969758,0.02739072009994555,1.0,400,20260823
