cell_id,n,p,q,alpha,kappa,theta,rho_true,het,estimator,rmse,mae,bias,sd,tau_used,B,seed
a0.1_k0.5_none_p5,2000,5,200,0.1,0.5,none,0.4,0.4472135954999579,tsls,0.3657034117891873,0.3613898097546446,0.3613898097546446,0.05600348917481592,,400,20260823
a0.1_k0.5_none_p5,2000,5,200,0.1,0.5,none,0.4,0.4472135954999579,liml,0.3770473231141589,0.37657795154287027,0.37657795154287027,0.0188077186104159,,400,20260823
a0.1_k0.5_none_p5,2000,5,200,0.1,0.5,none,0.4,0.4472135954999579,fuller,0.37705593182166747,0.3765865877696605,0.3765865877696605,0.018807382431102252,,400,20260823
a0.1_k0.5_none_p5,2000,5,200,0.1,0.5,none,0.4,0.4472135954999579,bekker,3.7775478558725384,1.546118115015803,0.3266924821525467,3.7633947209284626,,400,20260823
a0.1_k0.5_none_p5,2000,5,200,0.1,0.5,none,0.4,0.4472135954999579,jive,0.36568379835079245,0.361370696098127,0.361370696098127,0.055998753359500386,,400,20260823
a0.1_k0.5_none_p5,2000,5,200,0.1,0.5,none,0.4,0.4472135954999579,whiten,0.3657034117891873,0.36138980975464463,0.36138980975464463,0.05600348917481543,0.05,400,20260823
a0.1_k0.5_none_p5,2000,5,200,0.1,0.5,none,0.4,0.4472135954999579,pca_l,0.41441782822892204,0.3949069255473456,-0.3831229431754208,0.1579840079456767,0.005,400,20260823
a0.1_k0.5_none_p5,2000,5,200,0.1,0.5,none,0.4,0.4472135954999579,trunc_k1,0.3974119835143512,0.3973435087307194,-0.3973435087307194,0.007377039404237828,0.2,400,20260823
a0.1_k0.5_none_p5,2000,5,200,0.1,0.5,none,0.4,0.4472135954999579,trunc_k2,0.28189286012852705,0.2554704675240137,-0.20643642095572518,0.1919572574674684,0.4,400,20260823
a0.1_k0.5_none_p5,2000,5,200,0.1,0.5,none,0.4,0.4472135954999579,trunc_k5,0.3657034117891872,0.3613898097546446,0.3613898097546446,0.05600348917481518,1.0,400,20260823
