cell_id,n,p,q,alpha,kappa,theta,rho_true,het,estimator,rmse,mae,bias,sd,tau_used,B,seed
a0.3_k2.0_none_p5,2000,5,600,0.3,2.0,none,0.05,0.8944271909999159,tsls,0.8115556093136447,0.8113024511708709,0.8113024511708709,0.020269181842830185,,400,20260823
a0.3_k2.0_none_p5,2000,5,600,0.3,2.0,none,0.05,0.8944271909999159,liml,0.8445837125594994,0.8445017399790706,0.8445017399790706,0.011766847203445986,,400,20260823
a0.3_k2.0_none_p5,2000,5,600,0.3,2.0,none,0.05,0.8944271909999159,fuller,0.8446107094890208,0.8445287839191374,0.8445287839191374,0.011763660808180604,,400,20260823
a0.3_k2.0_none_p5,2000,5,600,0.3,2.0,none,0.05,0.8944271909999159,bekker,8.011862510767784,1.806803761224397,0.8024367830453766,7.971576763769013,,400,20260823
a0.3_k2.0_none_p5,2000,5,600,0.3,2.0,none,0.05,0.8944271909999159,jive,0.811546972953249,0.8112928981236837,0.8112928981236837,0.020305732285629572,,400,20260823
a0.3_k2.0_none_p5,2000,5,600,0.3,2.0,none,0.05,0.8944271909999159,whiten,0.8115556093136447,0.811302451170871,0.811302451170871,0.020269181842827447,0.05,400,20260823
a0.3_k2.0_none_p5,2000,5,600,0.3,2.0,none,0.05,0.8944271909999159,pca_l,0.39466433563407366,0.3621251841399767,-0.2718508371239537,0.28610672864595543,0.0016666666666666668,400,20260823
a0.3_k2.0_none_p5,2000,5,600,0.3,2.0,none,0.05,0.8944271909999159,trunc_k1,0.30539554111299005,0.29875307355034914,-0.29875307355034914,0.06334854044029498,0.2,400,20260823
a0.3_k2.0_none_p5,2000,5,600,0.3,2.0,none,0.05,0.8944271909999159,trunc_k2,0.2780058198147403,0.23069097964328777,-0.015498344324316302,0.2775734806750652,0.4,400,20260823
a0.3_k2.0_none_p5,2000,5,600,0.3,2.0,none,0.05,0.8944271909999159,trunc_k5,0.8115556093136447,0.811302451170871,0.811302451170871,0.020269181842827447,1.0,400,20260823
