cell_id,n,p,q,alpha,kappa,theta,rho_true,het,estimator,rmse,mae,bias,sd,tau_used,B,seed
a0.9_k2.0_none_p5,2000,5,1799,0.9,2.0,none,0.05,0.8944271909999159,tsls,0.8538194812936127,0.8537504956452071,0.8537504956452071,0.010853470507497574,,400,20260823
a0.9_k2.0_none_p5,2000,5,1799,0.9,2.0,none,0.05,0.8944271909999159,liml,0.8569093187833488,0.856846842007488,0.856846842007488,0.01034746150211721,,400,20260823
a0.9_k2.0_none_p5,2000,5,1799,0.9,2.0,none,0.05,0.8944271909999159,fuller,0.8569244779975205,0.8568620067660947,0.8568620067660947,0.010347093896549104,,400,20260823
a0.9_k2.0_none_p5,2000,5,1799,0.9,2.0,none,0.05,0.8944271909999159,bekker,4.920418095328475,1.6297219994073726,0.49461109504595124,4.895495286229305,,400,20260823
a0.9_k2.0_none_p5,2000,5,1799,0.9,2.0,none,0.05,0.8944271909999159,jive,0.8538520740250125,0.85378293579038,0.85378293579038,0.010865673931021875,,400,20260823
a0.9_k2.0_none_p5,2000,5,1799,0.9,2.0,none,0.05,0.8944271909999159,whiten,0.8538194812936127,0.8537504956452071,0.8537504956452071,0.010853470507497574,0.05,400,20260823
a0.9_k2.0_none_p5,2000,5,1799,0.9,2.0,none,0.05,0.8944271909999159,pca_l,0.3855328862078701,0.3456952351657395,-0.2534932495437536,0.2904768128156166,0.0005558643690939411,400,20260823
a0.9_k2.0_none_p5,2000,5,1799,0.9,2.0,none,0.05,0.8944271909999159,trunc_k1,0.32529365213034056,0.28863570222050616,-0.2383055321803741,0.22141913523569662,0.2,400,20260823
a0.9_k2.0_none_p5,2000,5,1799,0.9,2.0,none,0.05,0.8944271909999159,trunc_k2,0.3198364683068904,0.2599295063470628,0.02310788148908682,0.31900061484597614,0.4,400,20260823
a0.9_k2.0_none_p5,2000,5,1799,0.9,2.0,none,0.05,0.8944271909999159,trunc_k5,0.8538194812936127,0.8537504956452069,0.8537504956452069,0.010853470507518032,1.0,400,20260823
