cell_id,n,p,q,alpha,kappa,theta,rho_true,het,estimator,rmse,mae,bias,sd,tau_used,B,seed
a0.7_k2.0_none_p5,2000,5,1399,0.7,2.0,none,0.05,0.8944271909999159,tsls,0.8464971612206907,0.8464039939044556,0.8464039939044556,0.012558784068306551,,400,20260823
a0.7_k2.0_none_p5,2000,5,1399,0.7,2.0,none,0.05,0.8944271909999159,liml,0.8560042284014769,0.8559393878151098,0.8559393878151098,0.01053581643267069,,400,20260823
a0.7_k2.0_none_p5,2000,5,1399,0.7,2.0,none,0.05,0.8944271909999159,fuller,0.8560199999629536,0.8559551763981387,0.8559551763981387,0.0105345305451364,,400,20260823
a0.7_k2.0_none_p5,2000,5,1399,0.7,2.0,none,0.05,0.8944271909999159,bekker,2.9188109390072983,1.3260464915405539,0.8493624976218705,2.792497205961396,,400,20260823
a0.7_k2.0_none_p5,2000,5,1399,0.7,2.0,none,0.05,0.8944271909999159,jive,0.846506890744032,0.8464135545747736,0.8464135545747736,0.012570231072862774,,400,20260823
a0.7_k2.0_none_p5,2000,5,1399,0.7,2.0,none,0.05,0.8944271909999159,whiten,0.8464971612206906,0.8464039939044556,0.8464039939044556,0.01255878406829771,0.05,400,20260823
a0.7_k2.0_none_p5,2000,5,1399,0.7,2.0,none,0.05,0.8944271909999159,pca_l,0.39975276108532715,0.3594453219737707,-0.23574908133497743,0.3228384125922082,0.0007147962830593281,400,20260823
a0.7_k2.0_none_p5,2000,5,1399,0.7,2.0,none,0.05,0.8944271909999159,trunc_k1,0.305387224582639,0.28139244165492383,-0.27089531517813653,0.1409861168797313,0.2,400,20260823
a0.7_k2.0_none_p5,2000,5,1399,0.7,2.0,none,0.05,0.8944271909999159,trunc_k2,0.2953314274441169,0.24122090102642577,0.013785186019085833,0.29500952642685774,0.4,400,20260823
a0.7_k2.0_none_p5,2000,5,1399,0.7,2.0,none,0.05,0.8944271909999159,trunc_k5,0.8464971612206907,0.8464039939044556,0.8464039939044556,0.012558784068306551,1.0,400,20260823
