cell_id,n,p,q,alpha,kappa,theta,rho_true,het,estimator,rmse,mae,bias,sd,tau_used,B,seed
a0.1_k2.0_none_p5,2000,5,200,0.1,2.0,none,0.28,0.8944271909999159,tsls,0.7232132418272348,0.7221435233073863,0.7221435233073863,0.039320794745946165,,400,20260823
a0.1_k2.0_none_p5,2000,5,200,0.1,2.0,none,0.28,0.8944271909999159,liml,0.7685309495438939,0.7684515297697629,0.7684515297697629,0.011048384558400187,,400,20260823
a0.1_k2.0_none_p5,2000,5,200,0.1,2.0,none,0.28,0.8944271909999159,fuller,0.768553788143748,0.7684743827054271,0.7684743827054271,0.011047551566650504,,400,20260823
a0.1_k2.0_none_p5,2000,5,200,0.1,2.0,none,0.28,0.8944271909999159,bekker,3.581575655997481,1.5390203598836947,0.9002462549284498,3.466589225755063,,400,20260823
a0.1_k2.0_none_p5,2000,5,200,0.1,2.0,none,0.28,0.8944271909999159,jive,0.7232319606795672,0.7221629092798537,0.7221629092798537,0.03930904996141108,,400,20260823
a0.1_k2.0_none_p5,2000,5,200,0.1,2.0,none,0.28,0.8944271909999159,whiten,0.7232132418272346,0.7221435233073862,0.7221435233073862,0.03932079474594334,0.05,400,20260823
a0.1_k2.0_none_p5,2000,5,200,0.1,2.0,none,0.28,0.8944271909999159,pca_l,0.39955587766603123,0.37147501045416176,-0.3377144801331734,0.21352711604349675,0.005,400,20260823
a0.1_k2.0_none_p5,2000,5,200,0.1,2.0,none,0.28,0.8944271909999159,trunc_k1,0.39123803386983325,0.3910486691924146,-0.3910486691924146,0.012171173697481908,0.2,400,20260823
a0.1_k2.0_none_p5,2000,5,200,0.1,2.0,none,0.28,0.8944271909999159,trunc_k2,0.3117147480047072,0.27636919886452055,-0.11597935284200311,0.28933522744040047,0.4,400,20260823
a0.1_k2.0_none_p5,2000,5,200,0.1,2.0,none,0.28,0.8944271909999159,trunc_k5,0.7232132418272348,0.7221435233073863,0.7221435233073863,0.039320794745946165,1.0,400,20260823
