cell_id,n,p,q,alpha,kappa,theta,rho_true,het,estimator,rmse,mae,bias,sd,tau_used,B,seed
a0.5_k2.0_none_p5,2000,5,1000,0.5,2.0,none,0.1,0.8944271909999159,tsls,0.7999704632566829,0.7998206189730559,0.7998206189730559,0.015482879211229603,,400,20260823
a0.5_k2.0_none_p5,2000,5,1000,0.5,2.0,none,0.1,0.8944271909999159,liml,0.8253512055613217,0.8252791759102177,0.8252791759102177,0.010903867684407632,,400,20260823
a0.5_k2.0_none_p5,2000,5,1000,0.5,2.0,none,0.1,0.8944271909999159,fuller,0.8253759113015724,0.8253039078191989,0.8253039078191989,0.010902050048513598,,400,20260823
a0.5_k2.0_none_p5,2000,5,1000,0.5,2.0,none,0.1,0.8944271909999159,bekker,9.945928246380902,2.1117855195457764,1.0041430734893648,9.895109164133602,,400,20260823
a0.5_k2.0_none_p5,2000,5,1000,0.5,2.0,none,0.1,0.8944271909999159,jive,0.8000109600333137,0.7998612332851223,0.7998612332851223,0.015477198100028287,,400,20260823
a0.5_k2.0_none_p5,2000,5,1000,0.5,2.0,none,0.1,0.8944271909999159,whiten,0.7999704632566829,0.7998206189730559,0.7998206189730559,0.015482879211229603,0.05,400,20260823
a0.5_k2.0_none_p5,2000,5,1000,0.5,2.0,none,0.1,0.8944271909999159,pca_l,0.38703136311719927,0.3517696717089491,-0.2922674674661887,0.25371835467158793,0.001,400,20260823
a0.5_k2.0_none_p5,2000,5,1000,0.5,2.0,none,0.1,0.8944271909999159,trunc_k1,0.31619234549320285,0.3129511266467199,-0.3129511266467199,0.04515741001255081,0.2,400,20260823
a0.5_k2.0_none_p5,2000,5,1000,0.5,2.0,none,0.1,0.8944271909999159,trunc_k2,0.2832817123056519,0.23869054289667546,-0.018434873997533414,0.28268124088364477,0.4,400,20260823
a0.5_k2.0_none_p5,2000,5,1000,0.5,2.0,none,0.1,0.8944271909999159,trunc_k5,0.7999704632566829,0.7998206189730559,0.7998206189730559,0.015482879211229603,1.0,400,20260823
