cell_id,n,p,q,alpha,kappa,theta,rho_true,het,estimator,rmse,mae,bias,sd,tau_used,B,seed
a0.7_k0.5_none_p5,2000,5,1399,0.7,0.5,none,0.28,0.4472135954999579,tsls,0.3836079635806628,0.38293972230008544,0.38293972230008544,0.022632693327055742,,400,20260823
a0.7_k0.5_none_p5,2000,5,1399,0.7,0.5,none,0.28,0.4472135954999579,liml,0.39010612561866614,0.38963553492672587,0.38963553492672587,0.019155656281389,,400,20260823
a0.7_k0.5_none_p5,2000,5,1399,0.7,0.5,none,0.28,0.4472135954999579,fuller,0.3901170920157709,0.3896465156245236,0.3896465156245236,0.01915563479786805,,400,20260823
a0.7_k0.5_none_p5,2000,5,1399,0.7,0.5,none,0.28,0.4472135954999579,bekker,41.1582684271961,4.116256207125236,-1.5509960123824038,41.129034407516805,,400,20260823
a0.7_k0.5_none_p5,2000,5,1399,0.7,0.5,none,0.28,0.4472135954999579,jive,0.38356428310607343,0.3828993934895531,0.3828993934895531,0.022574626021452392,,400,20260823
a0.7_k0.5_none_p5,2000,5,1399,0.7,0.5,none,0.28,0.4472135954999579,whiten,0.38360796358066285,0.3829397223000855,0.3829397223000855,0.022632693327055742,0.05,400,20260823
a0.7_k0.5_none_p5,2000,5,1399,0.7,0.5,none,0.28,0.4472135954999579,pca_l,0.4370474383970288,0.39702715299234753,-0.3562493443308675,0.2531735927643949,0.0007147962830593281,400,20260823
a0.7_k0.5_none_p5,2000,5,1399,0.7,0.5,none,0.28,0.4472135954999579,trunc_k1,0.3758768222078037,0.37557750261454204,-0.37557750261454204,0.014997499886999827,0.2,400,20260823
a0.7_k0.5_none_p5,2000,5,1399,0.7,0.5,none,0.28,0.4472135954999579,trunc_k2,0.27312629183349185,0.2469492604202997,-0.18930356653286062,0.19688100718112087,0.4,400,20260823
a0.7_k0.5_none_p5,2000,5,1399,0.7,0.5,none,0.28,0.4472135954999579,trunc_k5,0.3836079635806628,0.38293972230008544,0.38293972230008544,0.022632693327055742,1.0,400,20260823
