cell_id,n,p,q,alpha,kappa,theta,rho_true,het,estimator,rmse,mae,bias,sd,tau_used,B,seed
a0.9_k0.5_none_p5,2000,5,1799,0.9,0.5,none,0.28,0.4472135954999579,tsls,0.38588736008026103,0.38538368309628296,0.38538368309628296,0.01970967967412923,,400,20260823
a0.9_k0.5_none_p5,2000,5,1799,0.9,0.5,none,0.28,0.4472135954999579,liml,0.38789295209977376,0.3874424092079255,0.3874424092079255,0.018690153446020052,,400,20260823
a0.9_k0.5_none_p5,2000,5,1799,0.9,0.5,none,0.28,0.4472135954999579,fuller,0.3879030545982311,0.3874525402924797,0.3874525402924797,0.018689804374113574,,400,20260823
a0.9_k0.5_none_p5,2000,5,1799,0.9,0.5,none,0.28,0.4472135954999579,bekker,17.86459027984975,3.3351238228649525,-0.3374240035784505,17.86140338575643,,400,20260823
a0.9_k0.5_none_p5,2000,5,1799,0.9,0.5,none,0.28,0.4472135954999579,jive,0.38594483072078273,0.3854389247000674,0.3854389247000674,0.019754687700629377,,400,20260823
a0.9_k0.5_none_p5,2000,5,1799,0.9,0.5,none,0.28,0.4472135954999579,whiten,0.3858873600802611,0.3853836830962831,0.3853836830962831,0.019709679674127116,0.05,400,20260823
a0.9_k0.5_none_p5,2000,5,1799,0.9,0.5,none,0.28,0.4472135954999579,pca_l,0.4157652126598825,0.3839695582359186,-0.36303629646012353,0.20264589685121825,0.0005558643690939411,400,20260823
a0.9_k0.5_none_p5,2000,5,1799,0.9,0.5,none,0.28,0.4472135954999579,trunc_k1,0.3716464109883149,0.37089343867632224,-0.37089343867632224,0.023645548150733844,0.2,400,20260823
a0.9_k0.5_none_p5,2000,5,1799,0.9,0.5,none,0.28,0.4472135954999579,trunc_k2,0.25986580266545195,0.23319311612063018,-0.1808529650231322,0.18660771805394688,0.4,400,20260823
a0.9_k0.5_none_p5,2000,5,1799,0.9,0.5,none,0.28,0.4472135954999579,trunc_k5,0.38588736008026103,0.385383683096283,0.385383683096283,0.019709679674128525,1.0,400,20260823
