cell_id,n,p,q,alpha,kappa,het,rule,ar_cov_95,n_flagged,B,seed
a0.7_k0.5_none_p1,1000,1,699,0.7,0.5,none,F>10,0.22546419098143236,377,400,20260823
a0.7_k0.5_none_p1,1000,1,699,0.7,0.5,none,KP_rk>10,0.2325,400,400,20260823
a0.7_k0.5_none_p1,1000,1,699,0.7,0.5,none,spectral_env,0.23366834170854273,398,400,20260823
