cell_id,n,p,q,alpha,kappa,theta,rho_true,het,estimator,rmse,mae,bias,sd,tau_used,B,seed
a0.9_k0.5_none_p5,2000,5,1799,0.9,0.5,none,0.05,0.4472135954999579,tsls,0.4265419806160565,0.4260608479736193,0.4260608479736193,0.0202537663625511,,400,20260823
a0.9_k0.5_none_p5,2000,5,1799,0.9,0.5,none,0.05,0.4472135954999579,liml,0.42804223351770865,0.427603257837781,0.427603257837781,0.01938059754870329,,400,20260823
a0.9_k0.5_none_p5,2000,5,1799,0.9,0.5,none,0.05,0.4472135954999579,fuller,0.4280497858498024,0.4276108039768114,0.4276108039768114,0.01938090525147559,,400,20260823
a0.9_k0.5_none_p5,2000,5,1799,0.9,0.5,none,0.05,0.4472135954999579,bekker,6.131603781549865,1.6757387319232657,-0.35489237991266037,6.121324720401339,,400,20260823
a0.9_k0.5_none_p5,2000,5,1799,0.9,0.5,none,0.05,0.4472135954999579,jive,0.42660989453421655,0.426126487761165,0.426126487761165,0.020303165832673768,,400,20260823
a0.9_k0.5_none_p5,2000,5,1799,0.9,0.5,none,0.05,0.4472135954999579,whiten,0.4265419806160565,0.4260608479736193,0.4260608479736193,0.0202537663625511,0.05,400,20260823
a0.9_k0.5_none_p5,2000,5,1799,0.9,0.5,none,0.05,0.4472135954999579,pca_l,0.409094348841582,0.3721519925437397,-0.32769106268332027,0.2449015183529785,0.0005558643690939411,400,20260823
a0.9_k0.5_none_p5,2000,5,1799,0.9,0.5,none,0.05,0.4472135954999579,trunc_k1,0.360410795814784,0.3345480342848505,-0.3285811625125168,0.14808903194284506,0.2,400,20260823
a0.9_k0.5_none_p5,2000,5,1799,0.9,0.5,none,0.05,0.4472135954999579,trunc_k2,0.2500529107165428,0.2099887287384345,-0.13246620876332837,0.21208291230951545,0.4,400,20260823
a0.9_k0.5_none_p5,2000,5,1799,0.9,0.5,none,0.05,0.4472135954999579,trunc_k5,0.4265419806160564,0.4260608479736192,0.4260608479736192,0.020253766362550413,1.0,400,20260823
