cell_id,n,p,q,alpha,kappa,theta,rho_true,het,estimator,rmse,mae,bias,sd,tau_used,B,seed
a0.9_k2.0_none_p5,2000,5,1799,0.9,2.0,none,0.55,0.8944271909999159,tsls,0.7387626855436475,0.7386655021551676,0.7386655021551676,0.011982548873940116,,400,20260823
a0.9_k2.0_none_p5,2000,5,1799,0.9,2.0,none,0.55,0.8944271909999159,liml,0.7408715284928271,0.7407868614084004,0.7407868614084004,0.01120034356568237,,400,20260823
a0.9_k2.0_none_p5,2000,5,1799,0.9,2.0,none,0.55,0.8944271909999159,fuller,0.7408820311814097,0.7407973755519732,0.7407973755519732,0.011199665298573,,400,20260823
a0.9_k2.0_none_p5,2000,5,1799,0.9,2.0,none,0.55,0.8944271909999159,bekker,6.351093614948668,1.867554692490726,0.6096345437664963,6.321766828101804,,400,20260823
a0.9_k2.0_none_p5,2000,5,1799,0.9,2.0,none,0.55,0.8944271909999159,jive,0.7388001909940539,0.7387025403951237,0.7387025403951237,0.01201162048356335,,400,20260823
a0.9_k2.0_none_p5,2000,5,1799,0.9,2.0,none,0.55,0.8944271909999159,whiten,0.7387626855436474,0.7386655021551674,0.7386655021551674,0.011982548873944747,0.05,400,20260823
a0.9_k2.0_none_p5,2000,5,1799,0.9,2.0,none,0.55,0.8944271909999159,pca_l,0.39750952697269554,0.36863005349869704,-0.32651382652596056,0.22672129393030357,0.0005558643690939411,400,20260823
a0.9_k2.0_none_p5,2000,5,1799,0.9,2.0,none,0.55,0.8944271909999159,trunc_k1,0.37640709297490027,0.3762784515662668,-0.3762784515662668,0.009840047190324944,0.2,400,20260823
a0.9_k2.0_none_p5,2000,5,1799,0.9,2.0,none,0.55,0.8944271909999159,trunc_k2,0.2991894984851144,0.2671202585743171,-0.1128513367665101,0.277090114933366,0.4,400,20260823
a0.9_k2.0_none_p5,2000,5,1799,0.9,2.0,none,0.55,0.8944271909999159,trunc_k5,0.7387626855436474,0.7386655021551674,0.7386655021551674,0.011982548873944747,1.0,400,20260823
