cell_id,n,p,q,alpha,kappa,theta,rho_true,het,estimator,rmse,mae,bias,sd,tau_used,B,seed
a0.7_k0.5_none_p5,2000,5,1399,0.7,0.5,none,0.1,0.4472135954999579,tsls,0.4099251803656481,0.4092597542573027,0.4092597542573027,0.023347527557780533,,400,20260823
a0.7_k0.5_none_p5,2000,5,1399,0.7,0.5,none,0.1,0.4472135954999579,liml,0.4167391104228398,0.41627083850256613,0.41627083850256613,0.019750320716138938,,400,20260823
a0.7_k0.5_none_p5,2000,5,1399,0.7,0.5,none,0.1,0.4472135954999579,fuller,0.4167509063605045,0.4162826961645669,0.4162826961645669,0.019749299386582018,,400,20260823
a0.7_k0.5_none_p5,2000,5,1399,0.7,0.5,none,0.1,0.4472135954999579,bekker,15.192148124718502,2.914242780153799,1.023816452219887,15.15761077860069,,400,20260823
a0.7_k0.5_none_p5,2000,5,1399,0.7,0.5,none,0.1,0.4472135954999579,jive,0.4098813138657373,0.40921913425895906,0.40921913425895906,0.023289302536810157,,400,20260823
a0.7_k0.5_none_p5,2000,5,1399,0.7,0.5,none,0.1,0.4472135954999579,whiten,0.4099251803656481,0.4092597542573026,0.4092597542573026,0.02334752755778291,0.05,400,20260823
a0.7_k0.5_none_p5,2000,5,1399,0.7,0.5,none,0.1,0.4472135954999579,pca_l,0.4510544069377557,0.40192425754927696,-0.3384909852828946,0.2981173106349005,0.0007147962830593281,400,20260823
a0.7_k0.5_none_p5,2000,5,1399,0.7,0.5,none,0.1,0.4472135954999579,trunc_k1,0.35030378887434616,0.34692088813130567,-0.34692088813130567,0.04856585094393563,0.2,400,20260823
a0.7_k0.5_none_p5,2000,5,1399,0.7,0.5,none,0.1,0.4472135954999579,trunc_k2,0.2558520908288773,0.23013398399911827,-0.16296939712290615,0.19723404367122976,0.4,400,20260823
a0.7_k0.5_none_p5,2000,5,1399,0.7,0.5,none,0.1,0.4472135954999579,trunc_k5,0.4099251803656481,0.4092597542573027,0.4092597542573027,0.023347527557780533,1.0,400,20260823
